date,streamflow,phosphorus
2019-04-23,91780.0,0.007
2019-04-28,85880.0,0.026999999999999996
2019-05-03,74780.0,0.04699999999999999
2019-05-08,64880.0,0.06699999999999999
2019-05-13,63340.0,0.042
2019-05-18,62240.0,0.05366666666666667
2019-05-23,64980.0,0.054
2019-05-28,76820.0,0.03154545454545454
2019-06-02,81320.0,0.014727272727272728
2019-06-07,70740.0,0.0248
2019-06-12,52460.0,0.0528
2019-06-17,40680.0,0.0721
2019-06-22,35880.0,0.0856
2019-06-27,34740.0,0.091
2019-07-02,38080.0,0.08249999999999999
2019-07-07,47600.0,0.053
2019-07-12,51420.0,0.026749999999999996
2019-07-17,47920.0,0.025727272727272727
2019-07-22,42500.0,0.06254545454545454
2019-07-27,37640.0,0.08499999999999999
2019-08-01,27960.0,0.064
2019-08-06,20100.0,0.064
2019-08-11,16820.0,0.064
2019-08-16,16040.0,0.056
2019-08-21,17760.0,0.046
2019-08-26,16820.0,0.036000000000000004
2019-08-31,14820.0,0.03421374045801527
2019-09-05,14140.0,0.03448091603053435
2019-09-10,14460.0,0.034748091603053435
2019-09-15,28620.0,0.035015267175572524
2019-09-20,41860.0,0.03528244274809161
2019-09-25,43760.0,0.03554961832061069
2019-09-30,38380.0,0.03581679389312977
2019-10-05,45640.0,0.03608396946564886
2019-10-10,60800.0,0.03635114503816794
2019-10-15,62940.0,0.036618320610687025
2019-10-20,51120.0,0.03688549618320611
2019-10-25,51360.0,0.037152671755725196
2019-10-30,57080.0,0.03741984732824428
2019-11-04,51040.0,0.03768702290076336
2019-11-09,41220.0,0.03795419847328244
2019-11-14,30740.0,0.03822137404580153
2019-11-19,30080.0,0.038488549618320614
2019-11-24,29380.0,0.038755725190839696
2019-11-29,27800.0,0.03902290076335878
2019-12-04,24560.0,0.03929007633587787
2019-12-09,22080.0,0.03955725190839695
2019-12-14,19280.0,0.03982442748091603
2019-12-19,22760.0,0.040091603053435114
2019-12-24,24520.0,0.0403587786259542
2019-12-29,22160.0,0.040625954198473285
2020-01-03,23860.0,0.04089312977099237
2020-01-08,22660.0,0.04116030534351145
2020-01-13,20820.0,0.04142748091603054
2020-01-18,20760.0,0.04169465648854962
2020-01-23,21420.0,0.0419618320610687
2020-01-28,19600.0,0.04222900763358779
2020-02-02,17640.0,0.042496183206106874
2020-02-07,16740.0,0.04276335877862596
2020-02-12,15560.0,0.04303053435114504
2020-02-17,16180.0,0.04329770992366412
2020-02-22,13920.0,0.04356488549618321
2020-02-27,13020.0,0.04383206106870229
2020-03-03,16040.0,0.044099236641221375
2020-03-08,25560.0,0.044366412213740464
2020-03-13,45440.0,0.044633587786259546
2020-03-18,46440.0,0.04490076335877863
2020-03-23,44360.0,0.04516793893129771
2020-03-28,48460.0,0.04543511450381679
2020-04-02,64160.0,0.04570229007633588
2020-04-07,73640.0,0.045969465648854964
2020-04-12,63980.0,0.046236641221374046
2020-04-17,50440.0,0.046503816793893135
2020-04-22,40660.0,0.04677099236641222
2020-04-27,34360.0,0.0470381679389313
2020-05-02,31140.0,0.04730534351145038
2020-05-07,26260.0,0.047572519083969464
2020-05-12,21460.0,0.04783969465648855
2020-05-17,24880.0,0.050666666666666665
2020-05-22,36520.0,0.05733333333333333
2020-05-27,37000.0,0.064
2020-06-01,29800.0,0.055
2020-06-06,22020.0,0.060454545454545455
2020-06-11,16600.0,0.06590909090909092
2020-06-16,13920.0,0.063
2020-06-21,13340.0,0.058
2020-06-26,15920.0,0.053000000000000005
2020-07-01,25100.0,0.048
2020-07-06,25100.0,0.043
2020-07-11,15920.0,0.038
2020-07-16,12100.0,0.033
2020-07-21,12900.0,0.027999999999999997
2020-07-26,18480.0,0.023
2020-07-31,28400.0,0.017999999999999995
2020-08-05,13720.0,0.012999999999999998
2020-08-10,10840.0,0.008
2020-08-15,15120.0,0.006
2020-08-20,18200.0,0.006
2020-08-25,19100.0,0.006
2020-08-30,14780.0,0.006
2020-09-04,12760.0,0.006
2020-09-09,11960.0,0.006
2020-09-14,11220.0,0.006
2020-09-19,9704.0,0.006
2020-09-24,8914.0,0.006
2020-09-29,8460.0,0.006
2020-10-04,8208.0,0.006
2020-10-09,8046.0,0.006
2020-10-14,9904.0,0.006
2020-10-19,9584.0,0.006
2020-10-24,10780.0,0.006
2020-10-29,11600.0,0.006
2020-11-03,11500.0,0.006
2020-11-08,11320.0,0.006
2020-11-13,12820.0,0.006
2020-11-18,13420.0,0.006
2020-11-23,13520.0,0.006
2020-11-28,12540.0,0.006
2020-12-03,10118.0,0.006
2020-12-08,10680.0,0.006
2020-12-13,9708.0,0.006
2020-12-18,7196.0,0.006
2020-12-23,7296.0,0.006
2020-12-28,6128.0,0.006
2021-01-02,7420.0,0.006
2021-01-07,7462.0,0.006
2021-01-12,7660.0,0.006
2021-01-17,8222.0,0.006
2021-01-22,6824.0,0.006
2021-01-27,6790.0,0.006
2021-02-01,7138.0,0.006
2021-02-06,5818.0,0.006
2021-02-11,5474.0,0.006
2021-02-16,4552.0,0.006
2021-02-21,4954.0,0.006
2021-02-26,5470.0,0.006
2021-03-03,6286.0,0.006
2021-03-08,11900.0,0.006
2021-03-13,20880.0,0.006
2021-03-18,19980.0,0.006
2021-03-23,21140.0,0.006
2021-03-28,27960.0,0.006
2021-04-02,26000.0,0.006
2021-04-07,23980.0,0.006
2021-04-12,32440.0,0.006
2021-04-17,35720.0,0.006
2021-04-22,31640.0,0.006
2021-04-27,28000.0,0.006
2021-05-02,24080.0,0.006
2021-05-07,19220.0,0.006
2021-05-12,15020.0,0.006
2021-05-17,12320.0,0.006
2021-05-22,14320.0,0.006
2021-05-27,14640.0,0.006
2021-06-01,15300.0,0.006
2021-06-06,12800.0,0.006
2021-06-11,10114.0,0.006
2021-06-16,7784.0,0.006
2021-06-21,6110.0,0.006
2021-06-26,4842.0,0.0059
2021-07-01,5980.0,0.0058000000000000005
2021-07-06,4994.0,0.0057
2021-07-11,4166.0,0.0056
2021-07-16,4256.0,0.0055
2021-07-21,3678.0,0.0054
2021-07-26,3342.0,0.0053
2021-07-31,3098.0,0.0052
2021-08-05,2968.0,0.0051
2021-08-10,3172.0,0.005
2021-08-15,2728.0,0.005169366715758468
2021-08-20,2344.0,0.005338733431516937
2021-08-25,4394.0,0.0055081001472754056
2021-08-30,4984.0,0.0056774668630338735
2021-09-04,5774.0,0.005846833578792341
2021-09-09,4844.0,0.00601620029455081
2021-09-14,4022.0,0.006185567010309278
2021-09-19,4300.0,0.006354933726067747
2021-09-24,5248.0,0.006524300441826215
2021-09-29,4848.0,0.0066936671575846835
2021-10-04,5942.0,0.006863033873343151
2021-10-09,5870.0,0.00703240058910162
2021-10-14,6798.0,0.007201767304860088
2021-10-19,7632.0,0.007371134020618557
2021-10-24,7696.0,0.007540500736377025
2021-10-29,8826.0,0.007709867452135493
2021-11-03,11580.0,0.007879234167893961
2021-11-08,10540.0,0.00804860088365243
2021-11-13,10460.0,0.008217967599410899
2021-11-18,10400.0,0.008387334315169366
2021-11-23,9214.0,0.008556701030927835
2021-11-28,7800.0,0.008726067746686304
2021-12-03,7932.0,0.00889543446244477
2021-12-08,5226.0,0.009064801178203241
2021-12-13,6316.0,0.009234167893961708
2021-12-18,7658.0,0.009403534609720177
2021-12-23,7778.0,0.009572901325478646
2021-12-28,6922.0,0.009742268041237113
2022-01-02,5992.0,0.009911634756995582
2022-01-07,5784.0,0.01008100147275405
2022-01-12,6006.0,0.010250368188512517
2022-01-17,5562.0,0.010419734904270986
2022-01-22,4856.0,0.010589101620029455
2022-01-27,4636.0,0.010758468335787922
2022-02-01,5342.0,0.010927835051546392
2022-02-06,4484.0,0.01109720176730486
2022-02-11,4954.0,0.011266568483063328
2022-02-16,4746.0,0.011435935198821797
2022-02-21,4836.0,0.011605301914580264
2022-02-26,5130.0,0.011774668630338733
2022-03-03,5710.0,0.011944035346097202
2022-03-08,6650.0,0.012113402061855669
2022-03-13,7364.0,0.01228276877761414
2022-03-18,9946.0,0.012452135493372606
2022-03-23,19920.0,0.012621502209131075
2022-03-28,29060.0,0.012790868924889544
2022-04-02,25420.0,0.01296023564064801
2022-04-07,24800.0,0.013129602356406481
2022-04-12,31500.0,0.013298969072164948
2022-04-17,33160.0,0.013468335787923415
2022-04-22,32820.0,0.013637702503681886
2022-04-27,35040.0,0.013807069219440353
2022-05-02,40040.0,0.01397643593519882
2022-05-07,44740.0,0.01414580265095729
2022-05-12,46060.0,0.014315169366715758
2022-05-17,63360.0,0.014484536082474225
2022-05-22,68180.0,0.014653902798232695
2022-05-27,60760.0,0.014823269513991162
2022-06-01,49400.0,0.014992636229749633
2022-06-06,44620.0,0.0151620029455081
2022-06-11,37620.0,0.015331369661266567
2022-06-16,32840.0,0.015500736377025037
2022-06-21,27620.0,0.015670103092783504
2022-06-26,26600.0,0.01583946980854197
2022-07-01,24540.0,0.016008836524300442
2022-07-06,20840.0,0.01617820324005891
2022-07-11,18760.0,0.01634756995581738
2022-07-16,14920.0,0.016516936671575846
2022-07-21,12140.0,0.016686303387334313
2022-07-26,10420.0,0.016855670103092784
2022-07-31,9058.0,0.01702503681885125
2022-08-05,8054.0,0.017194403534609718
2022-08-10,9060.0,0.01736377025036819
2022-08-15,8820.0,0.017533136966126656
2022-08-20,8850.0,0.017702503681885126
2022-08-25,8856.0,0.017871870397643593
2022-08-30,8668.0,0.01804123711340206
